test	text	postcode
DCPS:2069631202	Grange Park Infant School, Lansbury Drive, Hayes, Middlesex	 UB4 8SF
DCPS:1876746488	Langworth Drive Sheltered Community Hall, Langworth Drive, Hayes, Middlesex	 UB4 0TE
DCPS:3568161839	Botwell House RC School, Botwell Lane, Hayes, Middlesex	 UB3 2AB
DCPS:2383123748	Hayes and Harlington Community Association, Albert Road, Hayes, Middlesex	 UB3 4HR
DCPS:2515119299	Rosedale College, Wood End Green Road, Hayes, Middlesex	 UB3 2SE
DCPS:3227847973	Wood End Park School, Judge Heath Lane, Hayes, Middlesex	 UB3 2PD
DCPS:3059588947	Charville Community Centre, Bury Avenue, Hayes, Middlesex	 UB4 8LF
DCPS:3980190109	Hayes End Library, Uxbridge Road, Hayes, Middlesex	 UB4 8JQ
DCPS:2226139265	Hayes Park School, Raynton Drive, Hayes, Middlesex	 UB4 8BE
DCPS:2754790150	St Marys Church Hall, High Street, Harmondsworth, Middlesex	 UB7 0AQ
DCPS:1292502653	Cherry Lane Childrens Centre, Sipson Road, West Drayton, Middlesex	 UB7 9DL
DCPS:4018220826	The Barn 1st Harlington Scout Group, High Street, Harlington, Middlesex	 UB3 5ER
DCPS:2014616834	Cranford Park Academy, Phelps Way, Harlington, Middlesex	 UB3 4LQ
DCPS:1596630806	Harlington School, Pinkwell Lane, Hayes, Middlesex	 UB3 1PB
DCPS:1729860683	Hayes Town Chapel, St Mary`s Road, Hayes, Middlesex	 UB3 2JP
DCPS:2988734075	Minet School, Avondale Drive, Hayes, Middlesex	 UB3 3NR
DCPS:1135358761	Townfield Community Centre, Townfield Road, Hayes, Middlesex	 UB3 2EL
DCPS:2094015981	Meadows Community Centre, 90 Wise Lane, West Drayton	 UB7 7EX
DCPS:1155215628	St Catherines Church Hall, The Green, West Drayton, Middlesex	 UB7 7PJ
DCPS:1254058119	West Drayton Primary School, Kingston Lane, West Drayton, Middlesex	 UB7 9EA
DCPS:2270177409	Bell Farm Christian Centre, South Road, West Drayton, Middlesex	 UB7 9LW
DCPS:4061756319	Brookside School, Perth Avenue, Hayes, Middlesex	 UB4 9LW
DCPS:2350813032	Yeading Community Centre, 2 Ditchfield Road, Hayes, Middlesex	 UB4 9BH
DCPS:3779648305	Brookside Pavilion, Brookside Road, Hayes, Middlesex	 UB4 0PQ
DCPS:3511607868	The Great Barn, Bury Street, Ruislip, Middlesex	 HA4 7SU
DCPS:1583154382	Coteford Infants School, Fore Street, Eastcote, Middlesex	 HA5 2HX
DCPS:4212043445	Eastcote Methodist Church Hall, Pamela Gardens, Eastcote, Middlesex	 HA5 2QU
DCPS:2440502859	St Lawrence Church Hall, Bridle Road, Eastcote, Middlesex	 HA5 2SJ
DCPS:4196397327	Harefield United Football Club, Breakspear Road North, Harefield, Middlesex	 UB9 6NE
DCPS:1295324890	Park Lane Village Centre, Park Lane, Harefield, Middlesex	 UB9 6BJ
DCPS:3163668081	Harefield Community Centre, Priory Avenue, Harefield, Middlesex	 UB9 6AP
DCPS:1838271150	United Reformed Church Hall, Swakeleys Road, Ickenham, Middlesex	 UB10 8BE
DCPS:2743182322	Ickenham Village Hall, Swakeleys Road, Ickenham, Middlesex	 UB10 8DG
DCPS:2578003037	Ickenham Guide Hut, Community Close, Ickenham, Middlesex	 UB10 8RE
DCPS:3633126300	Holy Trinity Church Hall, Gateway Close, Northwood, Middlesex	 HA6 2RP
DCPS:2143168688	Northwood Methodist Church Hall, Oaklands Gate, Northwood, Middlesex	 HA6 3AA
DCPS:2856693306	St Matthews RC Church Hall, Hallowell Road, Northwood, Middlesex	 HA6 1DP
DCPS:2666025083	Hillside Childrens Centre, Northwood Way, Northwood, Middlesex	 HA6 1RX
DCPS:1025456263	Haydon School, Wiltshire Lane, Northwood Hills, Middlesex	 HA5 2LX
DCPS:1603925535	Harlyn Primary School Nursery, Tolcarne Drive, Pinner, Middlesex	 HA5 2DR
DCPS:1426374840	Ladygate Bowls Club, Ladygate Lane, Ruislip, Middlesex	 HA4 7QX
DCPS:1004226149	Ruislip Methodist Church Hall, Ickenham Road, Ruislip, Middlesex	 HA4 7BZ
DCPS:2724150720	Air Training Corps, Ickenham Road, Ruislip	 HA4 7DQ
DCPS:1249916535	Sir Alec Rose Hall, Moorfield Road, Cowley, Uxbridge, Middlesex	 UB8 3SJ
DCPS:4082848015	Walter G Pomeroy Hall, Royal Lane, Hillingdon, Middlesex	 UB8 3QY
DCPS:2398004077	Bishopshalt School, Royal Lane, Uxbridge, Middlesex	 UB8 3RF
DCPS:3171551271	Eastcote Community Centre, Southbourne Gardens, Eastcote, Middlesex	 HA4 9SQ
DCPS:3547334696	Cavendish Pavilion, Field End Road, Eastcote, Middlesex	 HA4 9PG
DCPS:1429311841	St Swithun Wells RC School, Hunters Hill, South Ruislip, Middlesex	 HA4 9HS
DCPS:2293194419	Royal British Legion, Uxbridge Road, Hillingdon, Middlesex	 UB10 0LQ
DCPS:2521183301	Ryefield Nursery School, Ryefield Avenue, Hillingdon, Middlesex	 UB10 9PE
DCPS:1918792758	Oak Farm School Nursery Unit, Windsor Avenue, Hillingdon, Middlesex	 UB10 9PD
DCPS:4007130765	Sacred Heart RC School, Herlwyn Avenue, Ruislip, Middlesex	 HA4 6EZ
DCPS:1170273772	Ruislip Manor Library, Linden Avenue, Ruislip, Middlesex	 HA4 8TW
DCPS:2926385540	St Pauls Church Hall, Tiverton Road, Ruislip, Middlesex	 HA4 0BP
DCPS:1058273884	South Ruislip Christian Fellowship, Deane Avenue, Ruislip, Middlesex	 HA4 6SR
DCPS:1143731404	South Ruislip Library, Victoria Road, South Ruislip, Middlesex	 HA4 0JE
DCPS:4131597736	Deane Park Hall, Long Drive, Ruislip, Middlesex	 HA4 0MS
DCPS:2295654701	Christ Church, Redford Way, Belmont Road, Uxbridge, Middlesex	 UB8 1SZ
DCPS:2372172037	Battle of Britain Club, Hillingdon Road, Uxbridge, Middlesex	 UB10 0UF
DCPS:3564599953	Hillingdon Park Baptist Church, 25 Hercies Road, Uxbridge	 UB10 9LS
DCPS:4075332952	St Bernadettes RC School, 160 Long Lane, Hillingdon, Middlesex	 UB10 0EH
DCPS:2518669395	Cowley Meeting Hall, High Street, Cowley, Middlesex	 UB8 2EA
DCPS:2661672880	Whitehall Infant School, Cowley Road, Uxbridge, Middlesex	 UB8 2LX
DCPS:1290993586	Waterloo Road Free Church, Waterloo Road, Uxbridge, Middlesex	 UB8 2QX
DCPS:1591021342	6th Hillingdon Scout Group, Daleham Drive, Hillingdon, Middlesex	 UB8 3HW
DCPS:2034047664	Yiewsley Library, High Street, Yiewsley, Middlesex	 UB7 7BE
DCPS:3430273249	Colham Manor Primary School, Violet Avenue, Uxbridge, Middlesex	 UB8 3PT
DCPS:1844716644	St Mary's Church Hall, Hatton Road, Bedfont, Feltham	 TW14 8JR
DCPS:3161021444	Southville Community & Children's Centre, Southville Road, Feltham	 TW14 8AP
DCPS:1379857639	Bedfont Library, Staines Road, Bedfont	 TW14 8DB
DCPS:1445786839	Caravan entrance to The Urban Farm, Faggs Road, Bedfont, Middlesex	 TW14 0LZ
DCPS:2805049515	Feltham Assembly Hall, Hounslow Road, Feltham	 TW14 9DN
DCPS:3106091107	Caravan in the Sparrow Farm Resident's Association Hall car park, Sparrow Farm Drive, Feltham	 TW14 0DG
DCPS:2040409332	Caravan opposite the entrance to Rivers Academy, Tachbrook Road, Feltham	 TW14 9NX
DCPS:1701037682	Caravan Adjacent to Clifton Parade, Fernside Avenue, Feltham	
DCPS:3871284754	Feltham Sea Cadets, 2 Poplar Way, Feltham	 TW13 7AB
DCPS:2502710043	Woodlawn Hall, Woodlawn Drive, Hanworth	 TW13 5HX
DCPS:3785422991	The River Room, Cardinal Road School, Hanworth Road, Feltham	 TW13 5AB
DCPS:3081914753	The Meeting Hall, Proctors Close, Feltham	 TW14 9NB
DCPS:3655570785	Feltham Evangelical Church Hall, Manor Lane, Feltham	 TW13 4JQ
DCPS:3251866979	School Dining Hall, Oak Hill Academy West London, Access & car parking via car park, Rear of "Once Upon a Time Day Nursery", Ashford Road, Feltham	 TW13 4QP
DCPS:4014999693	Creche Room, Belvedere Resource Centre, Belvedere House, Lemon Grove, Feltham	 TW13 4DH
DCPS:2656381373	St Richards C of E Primary School, Forge Lane, Hanworth	 TW13 6UN
DCPS:2397686416	Oriel Academy West London, Hounslow Road, Hanworth	 TW13 6QQ
DCPS:3107385430	Crane Park Children's Centre, Norman Avenue, Hanworth	 TW13 5LN
DCPS:4140983662	Memorial Hall, 39 High Street, Cranford	 TW5 9RQ
DCPS:2214531748	Cranford Primary School (Key Stage 1 Hall), Berkeley Avenue, Cranford	 TW4 6LB
DCPS:2367310697	Church of the Good Shepherd, 360 Beavers Lane, Hounslow	 TW4 6HJ
DCPS:1824263236	Caravan, Kings Arbour, Near 149 Ringway, Southall	
DCPS:2720624485	Heston Children's Centre, Berkeley Infant School, Cranford Lane, Heston	 TW5 9HQ
DCPS:2521541670	Caravan, The Green, Near 63 Burns Way, Heston	
DCPS:1635954002	The Globe, Cranford Community College, 158 High Street, Cranford	 TW5 9PD
DCPS:1525627902	Community Hall, Convent Way, Southall	 UB2 5UG
DCPS:1703507053	Community Centre, 106 Brabazon Road, Heston	 TW5 9LR
DCPS:3113751846	Hounslow Heath Infants & Nursery School, Martindale Road, Hounslow	 TW4 7HE
DCPS:3652044825	St Michael's Parish Hall, 94 Bath Road, Hounslow	 TW3 3EH
DCPS:4098580289	Caravan, Entrance to Beaversfield Park, Rosemary Avenue, Hounslow	
DCPS:4070961835	Norwood Green Junior School, Thorncliffe Road, Southall	 UB2 5RN
DCPS:1100465591	Community Room, Biscoe Close, Heston Farm Estate, Heston	 TW5 0UY
DCPS:3831448364	Heston Methodist Church Hall, Heston Road, Hounslow	 TW5 0QP
DCPS:3811838095	Lampton Children's Centre, Neville Close (off Lampton Road), Hounslow	 TW3 4DN
DCPS:1295493382	Springwell Infant & Nursery School, Speart Lane, Heston	 TW5 9EF
DCPS:3532140265	Heston Village Hall, New Heston Road, Hounslow	 TW5 0LW
DCPS:1561353213	Caravan, Sutton Square, Opposite 33 Sutton Square, Hounslow	
DCPS:2829979771	Sutton Lane Community Centre, Between 14 – 16 Moulton Avenue, Hounslow	 TW3 4LR
DCPS:1755012989	Hounslow West Evangelical Church Hall, 22 Vicarage Farm Road, Hounslow	 TW3 4NW
DCPS:4143893284	Wellington Day Centre, 292 Staines Road, Hounslow	 TW4 5BA
DCPS:1978720782	Grove Road Primary School, Cromwell Road, Hounslow	 TW3 3QQ
DCPS:3369788783	St Stephen's Church Hall, Parkside Road, Hounslow	 TW3 2BP
DCPS:1520486660	St Francis Community Hall, 865 Great West Road, Isleworth	 TW7 5PD
DCPS:3626237093	St Vincent de Paul Church Hall, 2 Witham Road, Isleworth	 TW7 4AJ
DCPS:2654527366	Osterley Library, St Mary's Crescent, Isleworth	 TW7 4NB
DCPS:2932162642	Isleworth & Syon School for Boys, Ridgeway Road, Isleworth	 TW7 5LJ
DCPS:3184808552	Alexandra Junior School, Denbigh Road, Hounslow	 TW3 4DU
DCPS:2772666850	Maswell Park Church, Heath Road, Hounslow	 TW3 2NN
DCPS:4248671789	Hounslow Town Primary School, Pears Road, Hounslow	 TW3 1SR
DCPS:1302248824	Spring Grove Primary School, Star Road, Isleworth	 TW7 4HB
DCPS:2333820644	Hounslow Youth Centre, Kingsley Road, Hounslow	 TW3 1QA
DCPS:2055642118	St Mary the Virgin Church, Paget Lane, Isleworth	 TW7 6ED
DCPS:3006196729	Caravan at Hounslow Avenue, Side of 94 Whitton Road, Hounslow	
DCPS:3357171523	Chatsworth Primary, Heath Road, Hounslow	 TW3 2NW
DCPS:3817352778	Caravan Central Avenue, Outside 146 Central Avenue, Hounslow	
DCPS:1530610534	St Paul's C of E School, St Paul's Road, Brentford	 TW8 0PN
DCPS:3957528047	Rose Community Centre, Hawthorn Road, Brentford	 TW8 8NT
DCPS:4216478746	The Green School for Girls, Busch Corner, Isleworth	 TW7 5BB
DCPS:2188916353	Community Centre, St John's Centre, 80 St John's Road, Isleworth	 TW7 6RU
DCPS:1941151523	Residents' Clubroom, Augustus Close, Brentford Dock	 TW8 8QE
DCPS:3064515705	R.O.W.E. Community Centre, Unwin Road, Isleworth	 TW7 6HX
DCPS:3857681994	St Bridget's Church Hall, 112 Twickenham Road, Isleworth	 TW7 6DL
DCPS:1448929264	Bridgelink Centre, Summerwood Road, Isleworth	 TW7 7QU
DCPS:1794042860	Caravan, Worple Avenue, Outside 28 Worple Avenue, Isleworth	
DCPS:3360480953	St Faith's Church, 122 Windmill Road, Brentford	 TW8 9NA
DCPS:3017096818	Brentford Methodist Church Hall, Clifden Road, Brentford	 TW8 0PB
DCPS:2190611767	The Brentford Children's Centre, North Road, Brentford	 TW8 0BJ
DCPS:2373264725	Clayponds Community Centre, Clayponds Gardens, Ealing	 W5 4RQ
DCPS:3903374720	Gunnersbury Catholic School for Boys, The Ride, Brentford	 TW8 9LB
DCPS:3299406077	Gunnersbury Baptist Church Hall, 34 Burlington Road, Chiswick	 W4 4BE
DCPS:2275631672	Belmont Primary School, Belmont Road, Chiswick	 W4 5UL
DCPS:3991529088	Hogarth Hall, Chiswick Town Hall, Heathfield Terrace, Chiswick	 W4 4JE
DCPS:1778757806	Gunnersbury Triangle Sports & Social Club, Triangle Way, rear of Princes Avenue, Acton	 W3 8LN
DCPS:2562411099	Chiswick Christian Centre, Fraser Street, Chiswick	 W4 2DA
DCPS:2826635409	St Michael's Parish Hall, Elmwood Road, Chiswick	 W4 3DY
DCPS:3001562539	Strand on the Green Infant & Nursery Sch, Thames Road, Chiswick	 W4 3NX
DCPS:2315727453	St Joseph's Catholic Church, 1 Bolton Road, Chiswick	 W4 3TE
DCPS:4029849149	Grove Park Primary School, Nightingale Close, Chiswick	 W4 3JN
DCPS:1426068760	Caravan, Outside St Michael’s & All Angels, Priory Avenue, London	
DCPS:1652903290	Buttercups Lodge (Formely Homefields under 5's), Chiswick Lane, Chiswick	 W4 2AT
DCPS:1527652036	Duke's Meadow Community Centre, Alexandra Gardens, Chiswick	 W4 2RZ
DCPS:3921231971	Pakeman School, Pakeman Street, London	 N7 6DU
DCPS:3773252070	Bennett Court Tenants Hall, Axminster Road, London	 N7 6BW
DCPS:3546069577	Andover Estate Community Centre, Corker Walk, London	 N7 7RY
DCPS:1571906526	New Life Centre, 8-10 Lennox Road, London	 N4 3NW
DCPS:3339837533	The Crescent Suite, 70 Ronalds Road, London	 N5 1XA
DCPS:1895795713	Birchmore Hall, Highbury Quadrant Estate, Highbury Quadrant, London, N5	
DCPS:2922248833	Hornsey Lane Community Centre, Hornsey Lane Estate, Hazelville Road, London	 N19 3YJ
DCPS:1196665466	Caxton House, 129 St. John`s Way, London	 N19 3RQ
DCPS:3401146308	St. Mary`s Church Hall, Ashley Road, London	 N19 3AD
DCPS:2105433809	St. Thomas` Church Hall, Monsell Road, London	 N4 2EF
DCPS:2747648404	St. John`s Highbury Vale School, Conewood Street, London	 N5 1DL
DCPS:2729774691	Aubert Court Community Centre, Avenell Road	 N5 1BT
DCPS:3893168859	Hind House Community Rm, Harvist Estate, Hornsey Rd, London	 N7 7NA
DCPS:1245098838	The Arsenal Hub, 56 Benwell Road, London	 N7 7BA
DCPS:2476119389	St John`s Upper Holloway Schl, Pemberton Gardens, London	 N19 5RR
DCPS:2784219204	Whittington Community Ctre, Yerbury Road, London	 N19 4RS
DCPS:1156951108	Harry Rice Hall, 72-74 Hargrave Park, (Nr. Hargrave Park School), London	 N19 5JN
DCPS:1575581523	Mildmay Community Centre, Mayville Estate, Woodville Road, London	 N16 8NA
DCPS:3758795796	Mildmay Junior Library, 21-23 Mildmay Park, London	 N1 4NA
DCPS:3262697627	Highbury Quadrant School, Highbury New Park, London	 N5 2DP
DCPS:4178389594	St. George`s Church Centre, Crayford Road, London	 N7 0ND
DCPS:2596718659	Hilldrop Community Centre, Hilldrop Community Centre, Hilldrop Road, London	 N7 0JE
DCPS:1467202471	Duncombe School, Sussex Way, London	 N19 4JA
DCPS:3606556983	Newcourt Christian Centre, 1-3 Regina Road, London	 N4 3PT
DCPS:2696691025	Hanley Crouch Community Centre, Sparsholt Road, London	 N19 4EL
DCPS:3046749366	Celestial Church of Christ, Cloudesley Square, London	 N1 0HT
DCPS:2393136115	Thornhill Primary School, Thornhill Road, London	 N1 1HX
DCPS:1343492391	Half Moon Crescent Community Hall, 183 Wynford Road, London	 N1 9TZ
DCPS:1703592426	Vibast Community Hall, 163 Old Street, London	 EC1V 9NH
DCPS:1241908504	Tompion Hall Community Centre, 40 Percival Street, London	 EC1V 0HX
DCPS:4157679540	St Lukes Community Centre, 90 Central Street, London	 EC1V 8AJ
DCPS:2884396511	Westbourne Community Ctre, 43 Roman Way, London	 N7 8XF
DCPS:1336818087	Jean Stokes Community Ctre, Carnoustie Drive, Bemerton Est. (Adj. T.M.O.), London	 N1 0DX
DCPS:2532459496	York Way Community Centre, Tiber Gardens, London	 N1 0XF
DCPS:1939002571	Walter Sickert Comm`ty Ctre, Canonbury Crescent, London	 N1 2FB
DCPS:3407021540	Almorah Community Centre, 58 Almorah Road, London	 N1 3EU
DCPS:3184155460	Hugh Myddelton Primary School Annex, Lloyds Row, London	 EC1R 1YJ
DCPS:3954507768	Finsbury Library, St. John Street, London	 EC1V 4NB
DCPS:1789223142	Vernon Hall, Vernon Square, King's Cross Road	 WC1X 9EP
DCPS:2549374557	Loraine Estate Community Centre, Loraine Estate, London, N7	
DCPS:3437837905	Drovers Day Centre, North Road, London	 N7 9EY
DCPS:3678110902	Ringcross Community Centre, 60 Lough Road, London	 N7 8RH
DCPS:3497484591	Laycock Pdc, Laycock Street, London	 N1 1TH
DCPS:1361052699	St. Mary`s Neighbourhood Centre, St. Mary`s Church, Upper St, London	 N1 2TX
DCPS:4261386452	Islington Assembly Hall, Islington Assembly Hall, Upper Street, London	 N1 2UD
DCPS:1015095389	New North Academy, 32 Popham Road, London	 N1 8SJ
DCPS:2456129345	St. James`s Hall, 11 Prebend Street, London	 N1 8PF
DCPS:3656349802	Hanover School, Noel Road, London	 N1 8BD
DCPS:3776724176	St Cuthbert with St Matthias Primary School, Warwick Road, London	 SW5 9UE
DCPS:1355308533	Barlby Primary School, Barlby Road, London	 W10 6BH
DCPS:2734303204	St Marks Coptic Orthodox Church, Scarsdale Villas, London	 W8 6PU
DCPS:1307977494	Anglesea Arms, 15 Selwood Terrace, South Kensington, London	 SW7 3QG
DCPS:1271553053	St Columba's Church, Pont Street, London	 SW1X 0BD
DCPS:1586691396	North Kensington Library, 108 Ladbroke Grove, London	 W11 1PZ
DCPS:1796268625	St Barnabas & St Philip`s Primary School, 58 Earls Court Road, London	 W8 6EJ
DCPS:3374074826	St Thomas Primary School, Appleford Road, London	 W10 5EF
DCPS:1696229449	Ashburnham Primary School, 17 Blantyre Street, London	 SW10 0DT
DCPS:1356663504	Latymer Christian Centre, Bramley Road, London	 W10 6SU
DCPS:3170059286	Our Lady of Victories Primary School, Clareville Street, London	 SW7 5AQ
DCPS:2112198586	Baden Powell House, 65/67 Queens Gate, London	 SW7 5JS
DCPS:2293868148	St Johns Church, Lansdowne Crescent, Notting Hill, London	 W11 2NN
DCPS:1255386937	Colville Primary School, Portobello Road Entrance, London	 W11 2DF
DCPS:2324259540	Mary Smith Court, 23 Trebovir Road, London	 SW5 9NF
DCPS:1952084727	Kensington Town Hall, Hornton Street, London	 W8 7NX
DCPS:3349755301	Hilton Hotel Olympia, 380 High Street Kensington, London	 W14 8NL
DCPS:3579441937	St Francis Church, Dalgarno Way, London	 W10 5EL
DCPS:2340534371	Petyt Hall, 64 Cheyne Walk, London	 SW3 5LT
DCPS:4078564188	Cardinal Vaughan School, Addison Road, London	 W14 8BZ
DCPS:4281409725	Kensington Temple, Kensington Park Road, Notting Hill Gate, London	 W11 3BY
DCPS:1004890480	Bevington Primary School, Bevington Road, London	 W10 5TW
DCPS:2022477342	St Clements and St James Primary School, Penzance Place, London	 W11 4PG
DCPS:1893843332	Avondale Park Primary School, Sirdar Road, London	 W11 4EE
DCPS:2891321379	Heythrop College, Maria Assumpta Centre, 23 Kensington Square, London	 W8 5HQ
DCPS:3658345796	Earls Court Youth Club, 120 Ifield Road, London	 SW10 9AF
DCPS:3819951859	Bousfield Primary School, South Boltons Gardens, London	 SW5 0DJ
DCPS:2964679895	Servite Primary School, 252 Fulham Road, London	 SW10 9NA
DCPS:3246263025	St Josephs Primary School, Cadogan Street, London	 SW3 2QT
DCPS:1758182020	Royal Hospital Chelsea, West Road	 SW3 4NL
DCPS:2041262874	Chelsea Old Town Hall, Kings Road, London	 SW3 5EE
DCPS:1304366618	St James Church Hall, Green Lane, New Malden	 KT3 5BX
DCPS:2994718946	Methodist Church Hall, Cambridge Road, New Malden	 KT3 4BY
DCPS:1304619453	The Graham Spicer Institute, 15 Dukes Avenue, New Malden	 KT3 4HL
DCPS:1355799469	Hook Community Hall Hook, Community Centre, Hook Road, Chessington	 KT9 1EJ
DCPS:4065678955	Castle Hill Primary School, Buckland Road, Chessington	 KT9 1JE
DCPS:1356429137	St Catherines Church Hall, 98 Leatherhead Road, Chessington	 KT9 2HY
DCPS:2845024924	Chessington Methodist Church Hall, Church Lane, Chessington	 KT9 2DJ
DCPS:1446995217	St Mary's Centre, Church Lane, Chessington	 KT9 2DR
DCPS:3396857845	Caravan at the Chessington Garden Centre, Leatherhead Road, Malden Rushett	 KT9 2NG
DCPS:4052139461	United Reformed Church, 11 Eden Street, Kingston upon Thames	 KT1 1HZ
DCPS:1286674939	St John the Evangilist, Grove Lane, Kingston upon Thames	 KT1 2SU
DCPS:3668459949	St Raphael's Catholic Church Hall, Portsmouth Road, Kingston upon Thames	 KT1 2NA
DCPS:2560795880	Emmanuel Church Hall, Grand Avenue, Surbiton	 KT5 9HU
DCPS:3215273415	United Reformed Church Hall, Elgar Avenue, Surbiton	 KT5 9JR
DCPS:2715613518	Sunray Community Centre, Knollmead, Surbiton	 KT5 9QP
DCPS:1911928047	Malden Manor Children's Centre, Lawrence Avenue, New Malden	 KT3 5NB
DCPS:1895554796	Oxford Gardens Primary School, Oxford Gardens, London	 W10 6NF
DCPS:1260508230	St John`s Church Hall (Malden Road), 411 Malden Road, Worcester Park	 KT4 7NY
DCPS:2371867461	Green Lane Primary School, Green Lane, Worcester Park	 KT4 8AS
DCPS:2975993949	Community Hall, Piper Road, Kingston upon Thames	 KT1 3EX
DCPS:1308306624	Queen Mary`s Hall, Cambridge Gardens, Kingston upon Thames	 KT1 3NJ
DCPS:3739735077	Searchlight Y & C Centre, Kingston Road, New Malden	 KT3 3RX
DCPS:3109093301	St Helens Church, St Quintin Avenue, London	 W10 6NT
DCPS:3962780007	1st Hook Scout HQ, Verona Drive / Kent Way, Surbiton	 KT6 5AJ
DCPS:1116116397	St. George`s Hall, Hamilton Avenue, Tolworth	 KT6 7PT
DCPS:1037792042	Tolworth Recreation Centre, Fullers Way, North Surbiton	 KT6 7LQ
DCPS:2417373938	St James Church Hall (Bodley Road), Bodley Road, New Malden	 KT3 6AF
DCPS:3105256041	Marion Hill House Guide Hut, Tadworth Avenue, New Malden	 KT3 6DJ
DCPS:2424742112	St Andrew's Church Maple Road, Surbiton	 KT6 4AB
DCPS:3031511598	Glenmore House, 6 The Crescent, Surbiton	 KT6 4BN
DCPS:2714994744	St Mark's Church, St Mark's Hill, Surbiton	 KT6 4LS
DCPS:3146347639	St Matthew`s C of E School, Langley Road, Surbiton	 KT6 6LW
DCPS:3381477334	St Matthew's Church, St Matthew's Avenue, Surbiton	 KT6 6JZ
DCPS:2951428375	The Corner House, Douglas Road Entrance, Surbiton	 KT6 7SB
DCPS:1356427666	Park Walk Primary School, Park Walk, London	 SW10 0AY
DCPS:4168745521	Dickerage Sports and Community Centre, Dickerage Lane, New Malden	 KT3 3EQ
DCPS:2991491474	Caravan A at Coombe Girls' School, Darley Drive Entrance, New Malden	 KT3 3TU
DCPS:1775267241	Corpus Christi Catholic Primary School, Chestnut Grove, New Malden	 KT3 3JU
DCPS:3813034829	Kingston College, Richmond Road, Kingston Upon Thames	 KT2 5BP
DCPS:3846954390	St Agatha`s Church Hall, Kings Road, Kingston upon Thames	 KT2 5JR
DCPS:2729296479	Multicultural Day Centre (MILAAP), Acre Road, Kingston upon Thames	 KT2 6EE
DCPS:3033830958	St Paul`s Church, Alexandra Road Entrance, Kingston upon Thames	 KT2 7SF
DCPS:2917811728	Kingsnympton Youth & Community Centre, Kingston Hill, Kingston upon Thames	 KT2 7RE
DCPS:1501405277	St John`s Church Hall (Robin Hood Lane), Robin Hood Lane, London	 SW15 3PY
DCPS:1822759400	Caravan B at Coombe Girls' School, Darley Drive Entrance, New Malden	 KT3 3TU
DCPS:4004247498	Shiraz Mirza Community Hall, 76A Coombe Road, Kingston upon Thames	 KT2 7AZ
DCPS:4011365514	Berrylands Hotel, Chiltern Drive	 KT5 8LS
DCPS:2157195164	The Star Centre, 50 King Charles Crescent, Surbiton	 KT5 8SX
DCPS:1736720077	Surbiton Hill Methodist Church Hall, 39 Ewell Road, Surbiton	 KT6 6AF
DCPS:1627800507	YMCA Hawker Centre, Lower Ham Road, Kingston upon Thames	 KT2 5BH
DCPS:2410837696	St John`s Church Hall (Kingston Road), Kingston Road, New Malden	 KT3 3RX
DCPS:1107536602	Fern Hill Primary School Richmond Road, Kingston Upon Thames	 KT2 5PE
DCPS:3799317593	Tudor Hall, Tudor Drive, Kingston upon Thames	 KT2 5QH
DCPS:3029570479	Scout Hut, Park Road, Kingston upon Thames	 KT2 5LY
DCPS:2732122787	Malden Manor Children's centre, Lawrence Avenue	 KT3 5PF
DCPS:1234314813	Max Roach Park Adventure Playground, Wiltshire Road, London	 SW9 7YA
DCPS:3693728167	Loughborough Primary School, Minet Road, London	 SW9 7UA
DCPS:1527229887	Effra Road Chapel, 63 Effra Road, Brixton, London	 SW2 1BZ
DCPS:3060635734	Hill Mead Primary School, Hillmead Drive, Moorland Road, London	 SW9 8UE
DCPS:3420151665	St Matthew`s Church Hall, 115 Lilford Road, Camberwell, London	 SE5 9HY
DCPS:1666452218	St Saviour`s Church Hall, Herne Hill Road, London	 SE24 0AY
DCPS:2180585304	Jessop Primary School, Lowden Road, Herne Hill, London	 SE24 0BJ
DCPS:2730935269	St Jude`s Primary CE School, Regent Road, Herne Hill, London	 SE24 0EL
DCPS:1450774797	Holy Trinity & St Matthias Church, Church Lobby, Holy Trinity Church, 51 Trinity Rise	 SW2 2QP
DCPS:3853301956	Peabody Hill Community Centre, Peabody Hill, London	 SE21 8LA
DCPS:2755814174	Rosendale Primary School, Rosendale Road/turney Road, London	 SE21 8LR
DCPS:1875797656	The Salvation Army Church Hall, 246 Norwood Road, West Norwood, London	 SE27 9AW
DCPS:3038615998	Goodwin Hall, Chatsworth Baptist Church, Chatsworth Way, London	 SE27 9HN
DCPS:3381084780	St Lukes Church Lower Hall, Knight`s Hill, West Norwood, London	 SE27 0HS
DCPS:3283072863	St Peter`s Church Crypt, Leigham Court Road, London	 SW16 2SD
DCPS:2531001650	West Norwood Fire Station, 210 Knight's Hill	 SE27 0QA
DCPS:3321600341	Crown Lane Primary School, Crown Lane, Streatham, London	 SW16 3HX
DCPS:2582238622	St Luke`s Ce Primary School, Linton Grove, West Norwood, London	 SE27 0DZ
DCPS:3188597244	Elm Wood Primary School, (Tritton Road Entrance), West Norwood, London	 SE27 9RR
DCPS:2137682023	Kingswood Primary School - Upper Site, Gipsy Road, London	 SE27 9RD
DCPS:2786186072	Park Campus Academy, Gipsy Road, London	 SE27 9NP
DCPS:2623055691	Paxton Primary School, Woodland Road, London	 SE19 1PA
DCPS:2346016557	St Matthew`s Tenants Hall, 10 St Matthew`s Road, London	 SW2 1NH
