test	text	postcode
DCPS:4194630137	HIGHLANDS PRIMARY SCHOOL, HIGHLANDS GARDENS, Cranbrook, ILFORD	IG1 3LE
DCPS:2294429084	The Scout Hall Church Gate Thatcham	RG19 3PN
DCPS:4216360381	Holly Lodge Community Centre, Makepeace Avenue	N6 6HL
DCPS:1321817174	Bitterne Sports Pavilion	
DCPS:1713020629	St Johns Community Hall Number 2 Station, Church Street, Pembroke Dock	
DCPS:2903312492	Memorial Hall,  High Street, Swavesey	CB24 4QU
DCPS:3659912388	FESTRI CAPEL TEGID Y BALA, HEOL TEGID	LL23 7EL
DCPS:4274560828	CANOLFAN GYMDEITHASOL LLANFROTHEN, LLANFROTHEN	LL48 6LJ
DCPS:3422979749	35 Craven Terrace, London	W2 3EL
DCPS:2417109237	Joseph Court Community Hall, Joseph Court, Amhurst Park, London	
DCPS:3020392124	TAWELFRYN COMMUNITY CENTRE, HEOL Y COED, TAWELFRYN, NANTGARW	CF15 7UE
DCPS:1697671786	Youth Centre, Bush Street, Pembroke Dock	SA72 6HQ
DCPS:4163570196	Cottenham Park Recreation Ground Pavilion, Melbury Gardens	
DCPS:3012709758	Webb Estate Community Hall, Clapton Common, London	
DCPS:2340055590	High Hill Estate Community Hall, Harrington Hill, London	
DCPS:3449803524	YNYSWEN WELFARE HALL, YNYSWEN ROAD, TREORCHY, RHONDDA	
DCPS:2377659932	RAF St Athan Golf Club, Golf Club Lane, St Athan	CF62 4JD
DCPS:3392381290	Parkwood Primary School, Queen`s Drive, London	
DCPS:1414122894	Myddleton Grange Community Hall, Myddleton Grange Estate, 108 Colthurst Crescent, London	
DCPS:3227364527	Colliers Wood Community Centre, 66-72 High Street, Colliers Wood, London	
DCPS:3034635096	Village Hall, 79 High Street, West Wratting	CB21 5LU
DCPS:3237833760	Orchard Lane Church Hall, Orchard Lane	
DCPS:3903044453	Booth At Heol Mabon, Cwmavon, Port Talbot	SA12 9PD
DCPS:1139710484	Stamford Hill Estate Community Hall, Stamford Hill, London	
DCPS:2913115258	Tyssen Primary School, Oldhill Street, London	
DCPS:3673341580	Llansannor Community Hall, City, Near Cowbridge	CF71 7RW
DCPS:1753799203	George Downing Estate Community Hall, Cazenove Road, London	
DCPS:4140761590	Lordship South Community Centre, 14 Lordship Grove, London	
DCPS:3427227250	Harbinger Primary School, Cahir Street, London	E14 3QP
DCPS:3277371017	Gospel Oak Methodist Church, Agincourt Road	NW3 2NT
DCPS:3687270762	Red Lion Boys Club, Hawkstone Road, Surrey Quays, London	SE16 2PE
DCPS:2052533551	Church Annexe, St Swithun`s Parish Church, entrance Downlands Road/Grovelands Road, Purley	
DCPS:3101936104	Kings Avenue School, Kings Avenue, London	SW4 8BQ
DCPS:1301107771	Old Fire Station, 61 Leswin Road, London	
DCPS:2112198586	Baden Powell House, 65/67 Queens Gate, London	SW7 5JS
DCPS:3288664828	Church Hall, Our Lady of the, Annunciation, Bingham Road,, Croydon	
DCPS:1249916535	Sir Alec Rose Hall, Moorfield Road, Cowley, Uxbridge, Middlesex	UB8 3SJ
DCPS:2230651133	Jordanston Yfc Hall, Scleddau, Fishgaurd	
DCPS:4176095007	LADY MARGARET PRIMARY SCHOOL LADY MARGARET ROAD SOUTHALL	
DCPS:2996496910	Upper Tooting Methodist Church, Balham High Road, London	
DCPS:3362159041	SOUTHALL BAPTIST CHURCH HALL WESTERN ROAD SOUTHALL	
DCPS:1191833270	Village Hall, High Street, Graveley	PE19 6PL
DCPS:1543951328	Rushmore Primary School, Elderfield Road, Lower Clapton, London	
DCPS:2739584925	Bitterne Park URC Hall, Cobden Avenue	
DCPS:2519573394	Pollards Hill Housing Office, 50 Montgomery Close, Mitcham	
DCPS:2503058952	COMMUNITY HOUSE, 28 MOUNT VIEW, MOUNT PLEASANT, MERTHYR VALE, MERTHYR TYDFIL	CF48 4TA
DCPS:1299717009	Colvestone Primary School, Colvestone Crescent, London	
DCPS:4171976531	Canolfan Clydau, Tegryn, Clydau	
DCPS:3060635734	Hill Mead Primary School, Hillmead Drive, Moorland Road, London	SW9 8UE
DCPS:3523122303	The Spires Centre, 8 Tooting Bec Gardens, Streatham, London	SW16 1RB
DCPS:3153864177	Chats Palace Arts Centre, 42-44 Brooksby`s Walk, London	
DCPS:3379527653	PARKSIDE COMMUNITY CENTRE, 176 GOODMAYES LANE, Goodmayes, ILFORD	IG3 9PP
DCPS:2560448737	Brook Childrens Centre, Dalston Lane, London	
DCPS:1268781388	OASIS CHURCH HALL, LLEWELLYN STREET, PENTRE, RHONDDA	CF41 7BY
DCPS:2431777798	Eastbury Village Hall Eastbury Hungerford	RG17 7JN
DCPS:2391114789	Y Wern Primary School, Clare Road, Ystalyfera, Swansea	SA9 2AJ
DCPS:2259341870	South London Mission, Central Hall, 256 Bermondsey St	SE1 3UJ
DCPS:2778402523	Haddon Hall Baptist Church, 22 Tower Bridge Road	SE1 4TR
DCPS:3956908484	Kilgetty Begelly Community Centre, Carmarthen Road, Kilgetty	SA68 0YA
DCPS:3896121823	Dan West Community Hall, 177 Trelawney Estate, Belsham Street, London	
DCPS:3975588545	Nye Bevan Community Hall, Overbury Street, London	
DCPS:1437948154	Holy Trinity (C.of E.) Primary School, Effra Road, London	
DCPS:1209407697	Daubeney Childrens Centre, Daubeney Road, London	
DCPS:3332119001	St Marys & St Peters C of E School, Somerset Road, Teddington	TW11 8RX
DCPS:2506422932	Our Lady & St. Joseph`s RC Primary School, Buckingham Road, London	
DCPS:2963969341	Norwood Hall Portakabins, (Entrance in Tentelow Lane), Norwood Green Road, Southall	UB2 4LA
DCPS:3054604047	Wickham Village Hall Baydon Road Wickham Newbury	RG20 8HG
DCPS:1707780366	St Paul`s Church Centre, Cavendish Road, London	N4 1RT
DCPS:2454395299	St Michael`s & All Angels Church, 96 Lavender Grove, London	
DCPS:3191417850	Ann Tayler Centre, 1-13 Triangle Road, London	
DCPS:2725784618	Mobile Polling Station, at Mitcham Builders Merchants,152 Beddington Lane, Beddington, CR0 4TE, Mobile Polling	
DCPS:2530652126	Cowbridge Lesser Hall, Station C, Town Hall, Cowbridge	CF71 7AD
DCPS:1537663449	Laburnum Boat Club, Laburnum Street, London	
DCPS:3472566080	Whiston & Goldsmith Community Hall, Goldsmith Row, London	
DCPS:3309198237	Fellows Court Community Centre, 116 Weymouth Terrace, London	
DCPS:2398004077	Bishopshalt School, Royal Lane, Uxbridge, Middlesex	UB8 3RF
DCPS:3843280993	Saxon Court Office, Beaconsfield Street	N1C 4AR
DCPS:1174757917	St. James Road Methodist Church Hall, St James Road	
DCPS:3530666940	St Dogmaels Memorial Hall, Maeshyfryd, St Dogmaels, Cardigan	SA43 3ET
DCPS:4033903964	Jenny Hammond Primary School, Worsley Road, London	E11 3JL
DCPS:1710311857	Village Hall, Main Street, Hatley	SG19 3HW
DCPS:1143731404	South Ruislip Library, Victoria Road, South Ruislip, Middlesex	HA4 0JE
DCPS:3656349802	Hanover School, Noel Road, London	N1 8BD
DCPS:4247658379	St Michael`s Church Hall, Stockwell Park Road, London	SW9 0DA
DCPS:2007254567	The Bell Club, Bowling Green Walk, Hoxton	
DCPS:2016288625	DOWLAIS COMMUNITY CENTRE, STATION ROAD, DOWLAIS, MERTHYR TYDFIL	CF48 3LP
DCPS:1257972623	Mansbridge Primary School Community Room, Octavia Road	
DCPS:2580666628	Curridge Womens Institute Hall Curridge Road Curridge Thatcham	RG18 9DZ
DCPS:2648344587	Lena Gardens Primary School, Lena Gardens	
DCPS:3349339806	Charecroft Estate Community Hall, Rockley Road	
DCPS:2884396511	Westbourne Community Ctre, 43 Roman Way, London	N7 8XF
DCPS:1772800852	St Marys RC Primary School, Masbro Road	
DCPS:2654074289	Wendell Park School, Cobbold Road	
DCPS:4223037039	Askew Road Library, 87-91 Askew Road	
DCPS:1080886038	The Bede Centre, Abbeyfield Road, London	SE16 2BS
DCPS:3773230166	St Dunstans C of E Primary School, Anne Boleyns Walk, Cheam, SM3 8DF, St Dunstans	
DCPS:2439836844	Ashampstead Village Hall Church Lane Ashampstead Reading	RG8 8SW
DCPS:1100465591	Community Room, Biscoe Close, Heston Farm Estate, Heston	TW5 0UY
DCPS:3552395574	Avonmore Primary School, Avonmore Road	
DCPS:2769590578	Mortimer Crescent Tenants and Residents Association Hall, Mortimer Crescent	NW6 5UR
DCPS:1231243384	ARK Oval Primary Academy,, Cherry Orchard Road, Croydon	
DCPS:2663602424	Christ Church Methodist Hall, 114, Lower Addiscombe Road,, Croydon,	
DCPS:1161992086	Camrose Primary with Nursery, St David`s Drive, Edgware	
DCPS:1313090858	Oasis Academy Shirley Park, Primary, Dining Room, Longhurst, Road entrance, Croydon	
DCPS:2334053533	St George`s Church Hall, Elstan, Way, Croydon,	
DCPS:3046749366	Celestial Church of Christ, Cloudesley Square, London	N1 0HT
DCPS:3695681389	SOUTH EALING CHRISTIAN CENTRE 51 CARLYLE  ROAD EALING W5	
DCPS:2330299640	Glenbrook Inn, Palmerston, Barry	
DCPS:3736735726	Ark Bentworth Primary School, Bentworth Road	
DCPS:4011772145	ST MATHIAS CHURCH HALL, OAKLANDS, TERRACE, TREHARRIS	CF46 5RG
DCPS:1883700533	Hollybrook Pre-School room, Seagarth Lane	
DCPS:2881109932	Fulham Primary School, Halford Road	
DCPS:2848537085	St Johns Church, Walham Green	
DCPS:3691870364	HOPKINSTOWN O.A.P. HALL, FOUNDRY ROAD, HOPKINSTOWN, PONTYPRIDD	CF37 2RA
DCPS:3366897616	Matthews Community Hall, Margravine Road	
DCPS:3991556847	Bishop Creighton House, 378 Lillie Road	
DCPS:2179509562	Twynholm Baptist Church, Fulham Cross	
DCPS:3863103120	Brackenbury Primary School, Brackenbury Road	
DCPS:2646299624	West London Free School Primary, Cambridge Grove	
DCPS:1474793937	Macbeth Centre, Macbeth Street	
DCPS:3456859772	THE COCKED HAT, SOUTHEND ROAD, WOODFORD GREEN	IG8 8LG
DCPS:1234115178	Elm Grove Hall, Butter Hill, Wallington, SM6 7JD, Elm Grove	
DCPS:3564599953	Hillingdon Park Baptist Church, 25 Hercies Road, Uxbridge	UB10 9LS
DCPS:3306856254	Yvonne Carr Centre, Thessaly Road, London	
DCPS:1087611628	St Johns CE Primary School, Filmer Road	
DCPS:3612947309	SEVEN KINGS HIGH SCHOOL, LEY STREET, ILFORD	IG2 7BT
DCPS:1127371756	West Kensington Estate Tenants Hall, 80 Lillie Road	
DCPS:1737658297	Sports Pavilion, The Playing Fields, Hall Lane, Great Chishill	SG8 8SH
DCPS:2407999275	Queens Manor School, Lysia Street	
DCPS:4053157816	Earlsmead Primary School, Arundel Drive, Harrow	
DCPS:4221964815	HAIR-O-DYNAMICS, 9 PARK PLACE, PONTMORLAIS, MERTHYR TYDFIL	CF47 0LJ
DCPS:1304401117	Community Hall, New Road, Gwaun Cae Gurwen, Ammanford	SA18 1UN
DCPS:1934217958	Heatham House, Whitton Road, Twickenham	TW1 1BH
DCPS:2655015701	Fulham Broadway Methodist Church, 452 Fulham Road	
DCPS:1461853310	Manor Court, 23 Bagleys Lane	
DCPS:2450106452	St Paul`s Shadwell, 302 The Highway, London	E1W 3DH
DCPS:1295674366	Village Hall, High Street, Boxworth	CB23 4LY
DCPS:3524551445	St Peters CE Primary School, St Peters Road	
DCPS:2075677010	Corinthian Sailing Club, 60 Upper Mall	
DCPS:3614900312	Parsons Green Club Temporary Club House, Daisy Lane,	
DCPS:3056911648	St Matthews Church Hall, Wandsworth Bridge Road	
DCPS:1581020614	St. Francis Church Hall, Stanford Court, Sullivan Road	
DCPS:2747648404	St. John`s Highbury Vale School, Conewood Street, London	N5 1DL
DCPS:1669398106	Church of God, 1A Loftus Road	
DCPS:3633849516	Miles Coverdale School, Coverdale Road	
DCPS:3532359273	St Augustine`s Church Hall, Broadwater Road, (near junction with Upper Tooting Road)	
DCPS:2102373593	Edward Woods Community Centre, 60-70 Norland Road	
DCPS:3064439607	Fulham Library, 598 Fulham Road	
DCPS:2478815800	Lancaster Court Residents Hall, Darlan Road	
DCPS:3950172196	Wormholt Park School, Bryony Road	
DCPS:3806985047	Portable Polling Station, 155/157 Devonshire Hill Lane, London, N17	
DCPS:2135589353	St Lukes Church, Uxbridge Road	
DCPS:1903817153	St Margaret`s Church Hall, Cricklade Avenue, Streatham Hill, London	SW2 3BH
DCPS:1362140433	St Andrew`s Centre, Alexandra Park Road, London	N10 2DD
DCPS:3010060953	Alexandra Park Library, Alexandra Park Road, London	N22 4UJ
DCPS:4034475323	Portable Polling Station, At Junction Crescent Road And, Palace Gates Road, London, N22	
DCPS:1563442208	Bounds Green Junior School, Bounds Green Road, London	N11 2QG
DCPS:2435302694	Childrens Hubb, 128 Myddleton Road, Bowes Park, London	N22 8NQ
DCPS:1622988128	Caravan, Car Park, Tesco Superstore, Yarrow Road, Fulbourn	CB21 5BS
DCPS:1088827553	St Phillips The Apostle Church Hall, Philip Lane, London	N15 4HJ
DCPS:1114961071	Miller Memorial Hall, The Avenue, London	N17 6TG
DCPS:1637119633	HOLY FAMILY CHURCH COMMUNITY CENTRE VALE LANE WEST ACTON W3	
DCPS:2997597884	Links Primary School, Frinton Road, London	
DCPS:2647557033	Ecclesbourne Primary School - Pegasus Trust, Attlee Close, Thornton Heath, Surrey	
DCPS:3289488702	School Room, North Road Baptist Church, Milford Haven, Milford Haven, SA73	
DCPS:2422127186	Coleridge Primary School, Crouch End Hill, London	N8 8DN
DCPS:2670118475	NORTHOLT VILLAGE COMMUNITY CENTRE MANOR HOUSE EALING ROAD NORTHOLT	UB5 6AD
DCPS:2462477033	Mardyke Tenants Hall, Mason Street	SE17 1HH
DCPS:1304366618	St James Church Hall, Green Lane, New Malden	KT3 5BX
DCPS:3792049862	Station A, Rhoose Community Hall, Stewart Road, Rhoose	CF62 3EZ
DCPS:2350813032	Yeading Community Centre, 2 Ditchfield Road, Hayes, Middlesex	UB4 9BH
DCPS:4225136025	Roehampton Church School Nursery, (Ponsonby Road entrance), London	
