test	text	postcode
DCPS:2069165850	14th Southgate Scout Headquarters, Green Road, Southgate, London	N14 4AP
DCPS:2124817597	St. Thomas's Church, 79A Prince George Avenue, Southgate, London	N14 4SN
DCPS:2548816896	Highlands Village Hall, 5 Florey Square, Highlands Village, Winchmore Hill, London	N21 1UJ
DCPS:3769434380	Eversley School, Chaseville Park Road, Winchmore Hill, London	N21 1PD
DCPS:1381750026	Southgate District Scout Headquarters, Redwood Close, Southgate, London	N14 6HW
DCPS:3360480953	St Faith's Church, 122 Windmill Road, Brentford	TW8 9NA
DCPS:3857008682	St. Andrews Parish Hall, Chase Side, Southgate, London	N14 5PP
DCPS:2312425930	The Formont Centre, Waverley Road, Enfield, Middlesex	EN2 7BP
DCPS:3621201087	The Dugdale Centre, Thomas Hardy House, 39 London Road, Enfield, Middlesex	EN2 6DS
DCPS:1804846706	St. Peters Church Hall (Winchmore Hill), Vera Avenue, Winchmore Hill, London	N21 1DN
DCPS:1641261838	Grange Park Methodist Church Hall, Orchard Hall, Park Drive, Winchmore Hill, London	N21 2EU
DCPS:1735838161	St. Stephens Hall, Park Avenue, Enfield, Middlesex	EN1 2HL
DCPS:1376873593	Coronation Hall Inkpen Road Kintbury Hungerford	RG17 9TH
DCPS:2042201611	Lamphey Village Hall, Ridgeway Road, Lamphey, Pembroke	SA71 5PB
DCPS:3054486055	Friends Meeting House, 59 Church Hill, Winchmore Hill, London	N21 1LE
DCPS:1018703849	COLEG Y GYMOEDD, LLWYNYPIA CAMPUS, LLWYNYPIA, TONYPANDY	CF40 2TQ
DCPS:2171972335	La Salette Catholic Primary School, Rainham Road, Rainham	
DCPS:4018358631	Walthamstow Assembly Hall, Forest Road, London	E17 4JF
DCPS:2951310743	ST MATTHEWS CHURCH HALL, BUTE STREET, TREORCHY, RHONDDA	CF42 6AH
DCPS:1520997258	Balham Congress Hall, 38 Balham High Road, London	
DCPS:1520164284	Lea Bridge Library, Lea Bridge Road, London	E10 7HU
DCPS:1776979380	St. Pauls Parish Hall (Southgate), High Road, New Southgate, London	N11 1PL
DCPS:3350725087	The Broomfield Club, 85A Hedge Lane, Palmers Green, London	N13 5SZ
DCPS:2319365802	Mayfield Athletic Club, Kenmare Gardens, London	N13 5DR
DCPS:2900079238	Booth Adjacent To St. Peter's Church, East Street, Goytre	SA13 2YG
DCPS:2652187807	Palmers Green Library, Broomfield Lane, Palmers Green, London	N13 4EY
DCPS:1158498430	SEION VESTRY, MAERDY ROAD, MAERDY	
DCPS:1540510122	SOUTHFIELD PRIMARY SCHOOL SOUTHFIELD ROAD LONDON W4	
DCPS:1458821257	Booth at the Grand Sultan Car Park, Lakeside, Water Street, Margam, Port Talbot	SA13 2PA
DCPS:3237580960	Sudbourne Primary School, Hayter Road, <entrance Also In, Sudbourne Road>, London	SW2 5AP
DCPS:4272471490	Bush Hill Park Methodist Church Hall, Wellington Road, Enfield, Middlesex	EN1 2RS
DCPS:4149861267	Ridge Avenue Library, Ridge Avenue, London	N21 2RH
DCPS:2858979260	The Kennet Christian Centre 12 Enborne Road Newbury	RG14 6AH
DCPS:1561094068	St Paul`s Church, Welham Road, (entrance from Chillerton Road)	
DCPS:1281924914	Ponders End Methodist Church, Wesley Hall, 378 High Street, Ponders End, Enfield, Middlesex	EN3 4DG
DCPS:1347713523	Abbey Primary School, Glastonbury Road, Morden, SM4 6NY, Abbey Primary	
DCPS:4288894689	The Welcome Community Centre, South Street, Enfield, Middlesex	EN3 4PX
DCPS:1112137715	Sandfields Primary School, Lilian Street, Port Talbot	SA12 6AJ
DCPS:3820818723	Ponders End Library, High Street, Ponders End, Enfield, Middlesex	EN3 4EU
DCPS:2643434882	Wiseworks, 74a Marlborough Hill, Harrow	
DCPS:1191826146	PORTH COUNTY COMMUNITY SCHOOL, CEMETERY ROAD, PORTH	CF39 0BS
DCPS:1718603120	Caius House, 2 Holman Road, London	
DCPS:3107060536	St. Alphege Church Hall, Rossdale Drive, Edmonton, London	N9 7LG
DCPS:3483479143	Mottingham Hall, Mottingham Road, Edmonton, London	N9 8DZ
DCPS:1369563348	St Andrew`s Church Hall, Quadrant Road, Thornton Heath, Surrey	
DCPS:2968741883	Latymer School, Marquee at Front of School, Haselbury Road, Edmonton, London	N9 9TN
DCPS:2137919273	ST CHRISTOPHERS CHURCH HALL BORDARS ROAD	W7 1AG
DCPS:3251500353	St. Aldhelms Church Hall, Windmill Road, Edmonton, London	N18 1PA
DCPS:1541716059	Klinger Community Hall, 40/41 Copperfield Mews, Edmonton, London	N18 1PF
DCPS:3975422988	St. Edmunds Church Hall, Croyland Road, Edmonton, London	N9 7EN
DCPS:3976105412	GREENFORD BAPTIST CHURCH BECHWOOD AVENUE GREENFORD	UB6 9UA
DCPS:1429311841	St Swithun Wells RC School, Hunters Hill, South Ruislip, Middlesex	HA4 9HS
DCPS:2305320330	Kenley Primary School, New Barn Lane, Whyteleafe, Surrey	
DCPS:1115821452	Beansheaf Community Centre Charrington Road Calcot Reading	RG31 7AW
DCPS:3208776522	Edmonton Green Library, 36-44 South Mall, Edmonton, London	N9 0TN
DCPS:1928855217	RODING PRIMARY SCHOOL, RODING LANE NORTH, WOODFORD GREEN	IG8 8NP
DCPS:1283235668	BRYNGOLWG FREE MISSION, WINDSOR ROAD, MISKIN, MOUNTAIN ASH	CF45 3NE
DCPS:4052854369	Unity Hub @ Craig Park, Lawrence Road, London	N18 2HN
DCPS:3243824402	St Mary's Church, Camps Road, Bartlow	CB21 4PP
DCPS:3074014102	Sunley and Drayson Room, 1A  Kensington Gore, London	SW7 2AR
DCPS:3709583213	Arrington Assembley Room and Institute, Ermine Way, Arrington	SG8 0AH
DCPS:1623725621	Temporary Building (Bridport Road Railway Bridge), Bridport Road, London	N18 1HJ
DCPS:1710530940	The Stacey Pavillion Silchester Road Pamber Heath Tadley	RG26 3TD
DCPS:1133996409	DAY CENTRE(GILFACH GOCH), HIGH STREET, GILFACH GOCH	CF39 8SR
DCPS:3893207282	Raynham Primary School, Raynham School, Raynham Avenue, Edmonton, London	N18 2JQ
DCPS:2374182437	Meridian Angel Primary School, 174 Dysons Road, London	N18 2DS
DCPS:1188772135	Community Centre, Tom Smith Close	SE10 9XJ
DCPS:1352958867	Portacabin, opposite 36 & 38 Humber Road	SE3 7LS
DCPS:4078564188	Cardinal Vaughan School, Addison Road, London	W14 8BZ
DCPS:2872604252	The Nursery Building, Cherry Orchard School, The Glade	SE7 7DG
DCPS:3072580520	Boys’ Brigade School, Reynolds Place	SE3 8SX
DCPS:2666165154	Ben Jonson Primary School, Harford Street, London	E1 4PZ
DCPS:1079485847	Chestnuts Primary School, St Ann`s Road, London	N15 3TD
DCPS:3895012453	Pound Park Childrens Centre, Pound Park Road	SE7 8AF
DCPS:2581490491	Charlton Park Academy, Charlton Park Road, Charlton, London	SE7 8HX
DCPS:1692658672	Aylward Primary School, Pangbourne Drive, Stanmore	
DCPS:3419236700	St. Andrew’s Church Hall, Court Road	SE9 4TQ
DCPS:4018220826	The Barn 1st Harlington Scout Group, High Street, Harlington, Middlesex	UB3 5ER
DCPS:2247994937	Sports Pavilion, Roehampton Playing Fields, Coppice Drive, (entrance also from Dover House Road)	
DCPS:3455176663	Montbelle Primary School, Milverton Way	SE9 3EY
DCPS:2116485755	Coldharbour Community Hall, William Barefoot Drive	SE9 3JD
DCPS:1125215323	Greenacres School, Witherston Way	SE9 3JN
DCPS:3759906892	St. John Fisher & St. Thomas More Church, Arbroath Road	SE9 6RR
DCPS:3106091107	Caravan in the Sparrow Farm Resident's Association Hall car park, Sparrow Farm Drive, Feltham	TW14 0DG
DCPS:4016456397	Newchapel Reading Room, Newchapel, Boncath, Pembrokeshire	SA37 0ES
DCPS:2586154813	Deansfield School, Dairsie Road	SE9 1XP
DCPS:1305227214	St. Luke’s Church Hall, Westmount Road	SE9 1XQ
DCPS:3697909684	Godre'rgraig Primary School, Graig Road, Godre'rgraig, Swansea	SA9 2NY
DCPS:3974561806	Progress Hall, Admiral Seymour Road	SE9 1SL
DCPS:3479377216	St Nicholas Church, (Church Room), Church Lane	
DCPS:3011198638	St Florence Village Hall, Fiddlers Lane, St Florence, Tenby	
DCPS:4270864544	Sherard Hall, r/o Eltham United Reformed Church, 1 Court Road	SE9 5AD
DCPS:3536218603	Tweed Way Social Hall, Tweed Way, Romford	
DCPS:1772095277	Portacabin adjacent 50 Fairoak Drive	SE9 2QH
DCPS:2118254067	Anstridge Community Centre, Anstridge Road	SE9 2LL
DCPS:1764546250	WILLIAM TORBITT PRIMARY SCHOOL, EASTERN AVENUE, ILFORD	IG2 7SS
DCPS:4066537990	FULLWELL CROSS LIBRARY, 140 HIGH STREET, BARKINGSIDE, ILFORD	IG6 2EA
DCPS:1584338809	Henwick Primary School, Henwick Road	SE9 6NZ
DCPS:1454339055	Turning Pages Community Centre, Nesbit Road	SE9 6HS
DCPS:3650659261	HAINAULT BAPTIST CHURCH, FRANKLYN GARDENS, HAINAULT, ILFORD	IG6 2UT
DCPS:3429225366	Lionel Road Community Hall, Westhorne Avenue	SE9 6DH
DCPS:1271843971	Southside Baptist Church, 24, Westbrook Road, Thornton, Heath, Surrey	
DCPS:1623629780	Cambrian Centre, 1 Caplan Court, Grove Road, Richmond	TW10 6SN
DCPS:4245429212	Regency Hall, Saundersfoot, King George V Playing Fields, Milford Street, Saundersfoot	SA69 9NG
DCPS:1403958838	Fairkytes Arts Centre, 51 Billet Lane, Hornchurch	
DCPS:4010276567	Elm Park Primary School, South End Road, Hornchurch	
DCPS:2960451428	Polthorne Tenants’ Meeting Room, Polthorne Grove SE18, Grove SE18	
DCPS:2406862968	Boxford Village Hall Southfields Boxford Newbury	RG20 8DH
DCPS:3529588031	Glyndon Community Centre, Raglan Road	SE18 7LB
DCPS:3357906862	De Lucy Infants School, Cookhill Road	SE2 9PD
DCPS:1010791719	Boxgrove Primary School, Boxgrove Road	SE2 9JP
DCPS:2889079739	WANSTEAD HOUSE, 21 THE GREEN, Wanstead, LONDON	E11 2NT
DCPS:3954917478	Alexander McLeod Infants School, Fuchsia Street	SE2 0QS
DCPS:2764477459	SAINT PETER AND PAUL CHURCH, 340-342 HIGH ROAD, ILFORD	IG1 1QP
DCPS:2921229043	St. James’ Church Hall, Kidbrooke Park Road	SE3 0DU
DCPS:1726180641	Abington Village Institute, 66 High Street, Great Abington	CB21 6AB
DCPS:4028566313	M & C.W. Clinic, Addoldy Road, Glynneath	SA11 5DU
DCPS:3618534328	Mycenae House Community Centre, 90 Mycenae Road	SE3 7SE
DCPS:2261092324	NORTHOLT PARK BAPTIST CHURCH EASTCOTE LANE NORTHOLT	UB5 4HN
DCPS:3544027921	Portacabin, opposite 27 Stane Way	SE18 4PE
DCPS:4119175965	St. Cattwg's Village Hall, Siginstone Lane, Llanmaes	CF61 2XR
DCPS:3307666416	Gamekeepers Bungalow Combe Hungerford	RG17 9EH
DCPS:2521001589	Boston Road Baptist Church,, Hall, 55 Boston Road, Croydon	
DCPS:3103766868	Tally Ho Newtown Hungerford	RG17 0PP
DCPS:3929418117	The Royal British Legion Club, Windover Close	SO19 5JS
DCPS:1830869504	St. Peter’s Church, Weigall Road	SE12 8HG
DCPS:3938097383	Horn Park Sports and Social Club, Entrance between 74 - 76 Eltham Road, Lee, London	SE12 8UE
DCPS:2315727453	St Joseph's Catholic Church, 1 Bolton Road, Chiswick	W4 3TE
DCPS:3611247218	Middle Park Community Centre, Middle Park Avenue	SE9 5SD
DCPS:3179625828	Horn Park Community Centre, Sibthorpe Road	SE12 9DR
DCPS:3335852194	Emmanuel Gospel Church, Station Road, Manorbier	SA70 7SX
DCPS:1289097255	St Marys Church Hall New Road Greenham Thatcham	RG19 8RZ
DCPS:2261517928	Sherard Hall Forum @ Greenwich, Christchurch Way	SE10 9AL
DCPS:2840091028	Halstow Primary School, Halstow Road	SE10 0LD
DCPS:2429885083	Siloh Church Hall, Danygraig Road, Neath	SA11 1UA
DCPS:3352590630	Millennium School, 50 John Harrison Way	SE10 0BG
DCPS:1276050893	Lecture Hall, Lingfield Road, London	
DCPS:1343492391	Half Moon Crescent Community Hall, 183 Wynford Road, London	N1 9TZ
DCPS:2186642117	Conway Primary School, Gallosson Road	SE18 1QY
DCPS:3731463902	Bannockburn School, Plumstead High Street	SE18 1HE
DCPS:4289444337	St. Nicholas Social Centre, St. Nicholas Road	SE18 1HJ
DCPS:3615903072	Croydon Jubilee Hall, 132 Addington Road, South Croydon	
DCPS:4266175503	Shapla Primary School, Wellclose Square, London	E1 8HY
DCPS:3853376932	St Mary's Church, Church Road, Shudy Camps	CB21 4RB
DCPS:1832747955	Village Hall, High Street, Orwell	SG8 5QN
DCPS:3827445061	Whitton Library, 141 Nelson Road, Whitton	TW2 7BB
DCPS:3664732369	Village Hall, High Street, Meldreth	SG8 6LA
DCPS:3678110902	Ringcross Community Centre, 60 Lough Road, London	N7 8RH
DCPS:4045969739	Timbercroft Primary School - Nursery Entrance, Foundation Stage, Timbercroft Lane	SE18 2SG
DCPS:3103813179	Willow Dene School, Swingate Lane	SE18 2JD
DCPS:3293829119	Heronsgate Primary School Youth Club Room (Thamesmead), 1c osander Way, Thamesmead	SE28 0DW
DCPS:2582238622	St Luke`s Ce Primary School, Linton Grove, West Norwood, London	SE27 0DZ
DCPS:3334270335	St. Margaret Clitherow School, Cole Close	SE28 8GB
DCPS:1979926830	49 High Street, Tadlow	SG8 0EU
DCPS:2039095439	Bishop John Robinson School, Hoveton Road	SE28 8LW
DCPS:3318236579	Norbury Baptist Church, Semley Road, Norbury, London	
DCPS:1922616136	Blue Gate Fields Junior School, King David Lane Entrance, London	E1 0EH
DCPS:1206501055	St. Peter’s Community Centre, 107 Woolwich New Road	SE18 6EF
DCPS:1565386276	Nightingale Primary School, Sandy Hill Road Entrance, Bloomfield Road	SE18 7JJ
DCPS:2157195164	The Star Centre, 50 King Charles Crescent, Surbiton	KT5 8SX
DCPS:3894581468	Eglinton Primary School, Paget Rise	SE18 3PY
DCPS:3217595885	The Barnfield Project, Oak House, Barnfield Road	SE18 3UH
DCPS:4255208402	Plumcroft Primary School, Genesta Road	SE18 3EU
DCPS:3970234547	St Philip`s Church Hall, Avondale Square	SE1 5PD
DCPS:2588810709	Canons High School, Shaldon Road, Edgware	
DCPS:1696229449	Ashburnham Primary School, 17 Blantyre Street, London	SW10 0DT
DCPS:4209259378	James Wolfe Primary School, Randall Place	SE10 9LA
DCPS:1775421938	James Wolfe Primary School, (Royal Hill Campus), The Annex, Royal Hill Road	SE10 8RZ
DCPS:2092565563	St. Mark’s Community Centre, Greenwich South Street	SE10 8TY
DCPS:1913660296	Room At The Snooty Fox Inn, Martletwy, Martletwy, Narberth	SA67 8AD
DCPS:3420151665	St Matthew`s Church Hall, 115 Lilford Road, Camberwell, London	SE5 9HY
DCPS:3306998733	Morden Mount School, Lewisham Road	SE13 7QP
DCPS:1394055568	The Tramshed, Digby Street, London	E2 0LS
DCPS:2484192205	Y CABAN CYSGU, GERLAN, BETHESDA	LL57 3TG
DCPS:2479570343	NEUADD GOFFA CHWILOG, CHWILOG	LL53 6SH
DCPS:2451328111	DOWNSHALL PRIMARY SCHOOL, MEADS LANE, Seven Kings, ILFORD	IG3 8UG
DCPS:1478943141	Y GANOLFAN MORFA BYCHAN, MORFA BYCHAN	LL49 9YD
DCPS:3086335788	CANOLFAN Y W.I. BLAENAU FFESTINIOG, BLAENAU FFESTINIOG	LL41 3DN
DCPS:3902855044	Thorpe Hall Junior School, Hale End Road, London	E17 4DP
DCPS:2254749993	NEUADD LLANBEDR, LLANBEDR	LL45 2NW
DCPS:2399288578	Eastwood Community Centre, Aubyn Square, (Access also by footpath next to 154 Huntingfield)	
DCPS:2768631042	YSGOL GYNRADD/PRIMARY SCHOOL TANYGRISIAU, TANYGRISIAU	LL41 3SU
DCPS:2244728731	Y GANOLFAN LLANBERIS, LLANBERIS	LL55 4TY
DCPS:3209745649	Y SEFYDLIAD COFFA LLANRUG MEMORIAL INSTITUTE, LLANRUG	LL55 4BW
DCPS:3716655584	Y GANOLFAN ABERGYNOLWYN, ABERGYNOLWYN	LL36 9YP
DCPS:1488095273	CANOLFAN GLASINFRYN, GLASINFRYN	LL57 4UW
DCPS:2288363879	ALPHA HOUSE, NATION CHANGERS CHURCH, HEOLGERRIG, MERTHYR TYDFIL	CF48 1RP
DCPS:2417373938	St James Church Hall (Bodley Road), Bodley Road, New Malden	KT3 6AF
DCPS:3333077375	St. Andrew's Hall, Herbert Road, London	
DCPS:2851391491	Surrey Docks Water Sports Centre, Rope Street	SE16 7SX
DCPS:1713748749	CANOLFAN GYMUNEDOL Y GARTH COMMUNITY CENTRE, ALLT GARTH HILL, BANGOR	LL57 2SY
DCPS:2428916460	NEUADD/HALL FFESTINIOG, FFESTINIOG	LL41 4PB
DCPS:1616381240	NEUADD Y PENTREF/VILLAGE HALL ARTHOG, ARTHOG	LL39 1AX
DCPS:2748368694	Chipstead Valley Primary School, Chipstead Valley Road, Coulsdon, Surrey	
DCPS:3022929939	CANOLFAN EDERN, EDERN	LL53 8YU
DCPS:1635954002	The Globe, Cranford Community College, 158 High Street, Cranford	TW5 9PD
DCPS:2560130035	St. Paul's Church Hall - Station B, St. Paul's Avenue, Barry	CF62 8HT
DCPS:2244307753	Solva Memorial Hall, 39 High Street, Solva, Pembrokeshire	SA62 6TE
DCPS:3178122935	TYWYN BAPTIST CHURCH, STRYD FAWR/HIGH STREET, TYWYN	LL36 9AF
DCPS:1209984512	NORTON BRIDGE METHODIST CHURCH, PONTSHONNORTON ROAD, PONTYPRIDD, MID GLAMORGAN	
DCPS:3784534457	CANOLFAN PENNAL, PENNAL	SY20 9DJ
DCPS:2772630415	NEUADD GOFFA MYNYDD LLANDYGAI, MYNYDD LLANDYGAI	LL57 4LQ
DCPS:1431765095	Y GANOLFAN LLWYNGWRIL, LLWYNGWRIL	LL37 2JA
DCPS:3517879627	NEUADD GOFFA/MEMORIAL HALL LLANLLYFNI, LLANLLYFNI	LL54 6SL
DCPS:2372440490	Derinton Road Community Centre, (entrance from Blakenham Road only, near junction with Derinton Road)	
DCPS:3549303200	NEUADD BENTREF CLYNNOG FAWR, CLYNNOG FAWR	LL54 5PB
DCPS:2855946489	CANOLFAN HAMDDEN GLASLYN PORTHMADOG, PORTHMADOG	LL49 9HX
DCPS:2916029173	CANOLFAN GYMDEITHASOL TREFOR, TREFOR	LL54 5LB
DCPS:4238729308	Communal Centre, 57 Laceys Way, Duxford	CB22 4SE
DCPS:3881676572	CANOLFAN PRENTEG, PRENTEG	LL49 9SP
DCPS:1923965765	Y GANOLFAN PORTHMADOG, PORTHMADOG	LL49 9AE
DCPS:2352291783	CAFFI HENFELIN, ABERGWYNGREGYN, LLANFAIRFECHAN	LL33 0LP
DCPS:2391912500	Y GANOLFAN MORFA NEFYN, MORFA NEFYN	LL53 6BW
DCPS:3962780007	1st Hook Scout HQ, Verona Drive / Kent Way, Surbiton	KT6 5AJ
DCPS:2217854397	NEUADD LLANBEDROG, LLANBEDROG	LL53 7NY
DCPS:2908401631	PRINCESS STREET CHURCH HALL, PRINCESS STREET, TREFOREST, PONTYPRIDD	CF37 1RY
DCPS:3903374720	Gunnersbury Catholic School for Boys, The Ride, Brentford	TW8 9LB
DCPS:3058688709	CANOLFAN GYMDEITHASOL YSGOL BRO PLENYDD Y FFOR, Y FFOR	LL53 6UP
DCPS:3792912637	NEUADD BENTREF RHOSHIRWAUN, RHOSHIRWAUN	LL53 8LA
DCPS:1913746028	St. Joseph's Church Hall, 63 High Street, Colliers Wood, London	
DCPS:2668506158	NEUADD TALSARNAU, TALSARNAU	LL47 6TA
DCPS:2409483136	FESTRI CAPEL BEREA EFAILNEWYDD, EFAILNEWYDD	LL53 5TR
DCPS:2137682023	Kingswood Primary School - Upper Site, Gipsy Road, London	SE27 9RD
DCPS:2462654646	Cardwell Primary School, Frances Street	SE18 5LP
DCPS:2166231231	Seven Mills Primary School, Malabar Street, London	E14 8LY
DCPS:1055805130	The Woolwich Centre, 35 Wellington Street	SE18 6HQ
DCPS:2728757244	MOSSFORD GREEN PRIMARY SCHOOL, FAIRLOP ROAD, BARKINGSIDE, ILFORD	IG6 2EW
DCPS:3077347599	Woolwich Adventure Play Centre, Pett Street	SE18 5NZ
DCPS:2178272361	New Charlton Community Centre, 217 Maryon Road	SE7 8DB
DCPS:2010136869	Carnegie Community Centre, Evelyn Road, Skewen	SA10 6LH
DCPS:3732544335	YMCA Thames Gateway (Greenwich), Antelope Road, Woolwich	SE18 5QG
DCPS:3934239551	Caravan, Pinehawk Kennels, Church Road, Carlton	CB8 9LA
DCPS:1112359280	Windmill Nursery, Heathfield Road, London	
DCPS:3521225429	MARTYRS CLUB, ROBERTS AVENUE, PENYDARREN, MERTHYR TYDFIL	CF47 9JH
DCPS:2302631261	Kingswood Estate TRA Hall, Telfer House, Seeley Drive, London	SE21 8QW
DCPS:3731214393	William Morris School (William Morris Special School), Folly Lane, London	E17 5NT
DCPS:1009150082	Village Hall, High Street, Abington Pigotts	SG8 0SJ
DCPS:2576591097	LLYFRGELL RYDD/FREE LIBRARY, WTRA'R FELIN/MILL STREET, DOLGELLAU	LL40 1EY
DCPS:1043206052	Fenwick Hall, Fenwick Estate, 128 Willington Road, London	SW9 9ND
DCPS:1505768883	Y GANOLFAN PENTREFELIN, PENTREFELIN	LL52 0PU
DCPS:1070734067	CANOLFAN GYMDEITHASOL TUDWEILIOG, TUDWEILIOG	LL53 8NB
DCPS:2601797046	CABAN BRYNREFAIL, BRYNREFAIL	LL55 3NR
DCPS:4281446808	NEUADD ABERSOCH, ABERSOCH	LL53 7EA
DCPS:4025625677	NEUADD BENTREF ABERANGELL, ABERANGELL	SY20 9QG
DCPS:1896755316	NEUADD Y PENTREF GROESLON VILLAGE HALL, GROESLON	LL54 7DG
DCPS:3828488780	Zander Court Club Room, 50 Zander Court, London	E2 7AY
DCPS:1703592426	Vibast Community Hall, 163 Old Street, London	EC1V 9NH
DCPS:1762020537	YSGOL GYNRADD CWM Y GLO, CWM Y GLO	LL55 4DE
DCPS:3139041895	NEUADD GOFFA CRICCIETH, CRICCIETH	LL52 0HB
DCPS:2255807665	FESTRI CAPEL PENCAENEWYDD, PENCAENEWYDD	LL53 6RB
DCPS:2340534371	Petyt Hall, 64 Cheyne Walk, London	SW3 5LT
DCPS:1077137633	NEUADD BENTREF LLANYSTUMDWY, LLANYSTUMDWY	LL52 0SH
DCPS:1304200939	Teddington Library, Waldegrave Road, Teddington	TW11 8NY
DCPS:3291230018	Rowdown Primary School, Nursery Annexe, Calley Down Crescent, New Addington	
DCPS:3239755440	PETTS HILL CHILDRENS CENTRE NEWMARKET AVENUE NORTHOLT	UB5 4HB
DCPS:2354912252	Village Hall, Fox Hill Road, Guilden Morden	SG8 0JF
DCPS:1595930184	NEUADD BRO DDERFEL, LLANDDERFEL	LL23 7HR
DCPS:2614441641	Salvation Army Hall, 109 Kingston Road, London	
DCPS:3308975229	All Saints Church Hall, Kendal Avenue	
DCPS:2353370091	FESTRI CAPEL RHYDBACH BOTWNNOG, BOTWNNOG	LL53 8RF
DCPS:3958774527	CANOLFAN DEUNANT ABERDARON, ABERDARON	LL53 8BP
DCPS:4131597736	Deane Park Hall, Long Drive, Ruislip, Middlesex	HA4 0MS
DCPS:3735052143	PARC CARAFAN BRYN GLOCH, BETWS GARMON	LL54 7YY
DCPS:2671940426	Vauxhall Primary School, Vauxhall Street, London	SE11 5LG
DCPS:1923192031	The Frank Hutchins Community Centre Bradley-Moore Square Thatcham	RG18 4QH
DCPS:3598912214	YSGOL GYNRADD NEBO, NEBO	LL54 6EE
DCPS:2341919576	NEUADD BENTREF LLANUWCHLLYN, LLANUWCHLLYN	LL23 7TY
DCPS:2164955643	NEUADD/HALL LLANEGRYN, LLANEGRYN	LL36 9TY
DCPS:4005904256	NEUADD Y PENTREF CARMEL, CARMEL	LL54 7AA
DCPS:1397336946	NEUADD Y PENTREF LLANELLTYD, LLANELLTYD	LL40 2TA
DCPS:2558569796	CLWB HIRAEL CLUB, STRYD AMBROSE STREET, BANGOR	LL57 1DF
DCPS:3954053118	FESTRI CAPEL BETHLEHEM CHAPEL VESTRY TALYBONT, TAL Y BONT	LL57 3YU
DCPS:2063723883	FESTRI CAPEL BRYNAERAU PONTLLYFNI, PONTLLYFNI	LL54 5EP
DCPS:3536568431	GANOLFAN GYMDEITHASOL LLANNOR, LLANNOR	LL53 8LJ
DCPS:3313370691	CANOLFAN Y CAPEL CAEATHRO, CAEATHRO	LL55 2SS
DCPS:3446538129	Lymington Road Residents Association Hall, Dresden Close	NW6 1XP
DCPS:1110503091	FESTRI CAPEL BALADEULYN CHAPEL VESTRY NANTLLE, NANTLLE	LL54 6BL
DCPS:4070961835	Norwood Green Junior School, Thorncliffe Road, Southall	UB2 5RN
DCPS:1570065610	YR INSTITIWT/THE INSTITUTE TREMADOG, TREMADOG	LL49 9RB
DCPS:3980190109	Hayes End Library, Uxbridge Road, Hayes, Middlesex	UB4 8JQ
DCPS:3381930556	St Thomas A Becket Church Hall, Santos Road, London	
DCPS:2329325826	GORSAF GWYLWYR Y GLANNAU/COASTGUARD STATION  LLANDWROG, COASTGUARD STATION	LL54 5SY
DCPS:2394350297	MAESYCOED PRIMARY SCHOOL, LLANWERN ROAD, MAESYCOED, PONTYPRIDD	CF37 1EQ
DCPS:1708060709	NEUADD YR EGLWYS Y FELINHELI, Y FELINHELI	LL56 4JJ
DCPS:4052139461	United Reformed Church, 11 Eden Street, Kingston upon Thames	KT1 1HZ
DCPS:4273892304	Columbia Primary School, Columbia Road, London	E2 7RG
DCPS:1135898556	CLWB PENSIYNWYR GLANADDA PENSIONERS CLUB, FFORDD AINON ROAD, BANGOR	LL57 2UJ
DCPS:1649079527	YSGOL GYMUNED PENISARWAEN, PENISARWAEN	LL55 3BW
DCPS:2014092972	NEUADD TALGAI  LLANDYGAI, LLANDYGAI	LL57 4HU
DCPS:4138088303	THEATR Y DDRAIG / DRAGON THEATRE, JUBILEE ROAD, ABERMAW/BARMOUTH	LL42 1EF
DCPS:3903769824	Main Hall, The Lodge, 64 Pinner Road, Harrow	
DCPS:2768603083	FESTRI CAPEL M.C. PANTGLAS, PANTGLAS	LL51 9DJ
DCPS:3930402805	CHRISTCHURCH CHURCH HALL, EAST AVENUE, GADLYS, ABERDARE	CF44 8AS
DCPS:1822933893	Immanuel & St Andrew`s Church Hall, 452 Streatham High Road, Just Past Westwell Approach, London	SW16 3PY
DCPS:3567569956	PENCADLYS Y SGOWTIAID/SCOUTS H.Q., MAES CADNANT, CAERNARFON, CAERNARFON	LL55 1BS
DCPS:2383848986	Hamstead Marshall Village Hall Park Lane Hamstead Marshall Newbury	RG20 0HL
DCPS:1416031591	St. Mark's Church Hall, St Mark's Road, Mitcham	
DCPS:1706448591	CANOLFAN TREGARTH, TREGARTH	LL57 4AL
DCPS:2037970724	Fitzjohn's Primary School, Fitzjohn's Avenue	NW3 6NP
DCPS:3492009758	Sydenham Hill TRA Hall, `The Old Laundry`, Lapse Wood Walk	SE23 3PR
DCPS:3338030779	CANOLFAN LLANIESTYN, LLANIESTYN	LL53 8SG
DCPS:1108305917	Y NEUADD, DINAS MAWDDWY, DINAS MAWDDWY	SY20 9JA
DCPS:2503467326	Congregational Church Hall, Green Lane, Morden	
DCPS:2292200628	NEUADD Y PENTREF RHIW, RHIW	LL53 8AE
DCPS:2940072438	Croft Hall The Croft Hungerford	RG17 0HY
DCPS:1855565404	CAPEL BEREA NEWYDD CHAPEL, LLWYBR DEWI SANT/ST DAVIDS PATH, FFORDD PENRHOS ROAD, BANGOR	LL57 2AX
DCPS:2153710016	Clynderwen Community Hall, Clynderwen, Pembrokeshire	SA66 7NL
